date;Angle;Solargis/diffuse_horizontal_irradiation;Solargis/direct_normal_irradiation;Solargis/global_horizontal_irradiation
23/07/2023 00:00;10;0;0;0
23/07/2023 01:00;10;0;0;0
23/07/2023 02:00;10;0;0;0
23/07/2023 03:00;10;0;0;0
23/07/2023 04:00;10;0;0;0
23/07/2023 05:00;-80.1315804600093;0;0;0
23/07/2023 06:00;-65.7116567408619;5;11;5
23/07/2023 07:00;-56.0059497144528;60;219;99
23/07/2023 08:00;-47.9996736636709;113;443;265
23/07/2023 09:00;-40.4424402996983;151;570;442
23/07/2023 10:00;-32.605637449694;176;654;610
23/07/2023 11:00;-23.8981331182801;188;714;750
23/07/2023 12:00;-13.7287462738154;221;706;838
23/07/2023 13:00;-1.51440757101773;195;769;900
23/07/2023 14:00;13.0908525397634;190;773;896
23/07/2023 15:00;29.6965565210153;189;751;837
23/07/2023 16:00;46.8612792654195;182;712;731
23/07/2023 17:00;62.7768862467565;169;645;584
23/07/2023 18:00;76.4122142917916;144;551;412
23/07/2023 19:00;85;103;417;235
23/07/2023 20:00;10;47;187;76
23/07/2023 21:00;10;1;3;1
23/07/2023 22:00;10;0;0;0
23/07/2023 23:00;10;0;0;0
24/07/2023 00:00;10;0;0;0
24/07/2023 01:00;10;0;0;0
24/07/2023 02:00;10;0;0;0
24/07/2023 03:00;10;0;0;0
24/07/2023 04:00;10;0;0;0
24/07/2023 05:00;-80.5072551176128;0;0;0
24/07/2023 06:00;-66.0032822627113;3;0;3
24/07/2023 07:00;-56.2437470749525;55;37;63
24/07/2023 08:00;-48.2048621159345;139;211;213
24/07/2023 09:00;-40.6275074799682;176;460;414
24/07/2023 10:00;-32.7776528569553;242;478;555
24/07/2023 11:00;-24.0599353559846;222;652;735
24/07/2023 12:00;-13.8782641517703;206;734;846
24/07/2023 13:00;-1.64251635092138;237;706;883
24/07/2023 14:00;13.0016927876384;354;297;626
24/07/2023 15:00;29.6664582647198;274;27;298
24/07/2023 16:00;46.8976428790324;329;199;479
24/07/2023 17:00;62.8673637917607;269;343;488
24/07/2023 18:00;76.5369353547775;207;276;337
24/07/2023 19:00;85;107;372;225
24/07/2023 20:00;10;48;80;60
24/07/2023 21:00;10;1;1;1
24/07/2023 22:00;10;0;0;0
24/07/2023 23:00;10;0;0;0
25/07/2023 00:00;10;0;0;0
25/07/2023 01:00;10;0;0;0
25/07/2023 02:00;10;0;0;0
25/07/2023 03:00;10;0;0;0
25/07/2023 04:00;10;0;0;0
25/07/2023 05:00;-80.8874081481445;0;0;0
25/07/2023 06:00;-66.3001560941547;4;24;5
25/07/2023 07:00;-56.4863308951655;47;348;105
25/07/2023 08:00;-48.4143277246638;92;526;269
25/07/2023 09:00;-40.8164383922163;136;599;439
25/07/2023 10:00;-32.9531838798951;183;628;598
25/07/2023 11:00;-24.2248893940583;156;768;757
25/07/2023 12:00;-14.0304160813887;177;774;850
25/07/2023 13:00;-1.77236035483413;179;791;901
25/07/2023 14:00;12.9123493341336;156;826;907
25/07/2023 15:00;29.6383778422799;292;386;629
25/07/2023 16:00;46.9382146529002;287;79;348
25/07/2023 17:00;62.9634342496338;241;239;385
25/07/2023 18:00;76.6677598698657;206;239;323
25/07/2023 19:00;85;112;169;164
25/07/2023 20:00;10;43;116;63
25/07/2023 21:00;10;1;0;1
25/07/2023 22:00;10;0;0;0
25/07/2023 23:00;10;0;0;0
26/07/2023 00:00;10;0;0;0
26/07/2023 01:00;10;0;0;0
26/07/2023 02:00;10;0;0;0
26/07/2023 03:00;10;0;0;0
26/07/2023 04:00;10;0;0;0
26/07/2023 05:00;-81.2715825455712;0;0;0
26/07/2023 06:00;-66.6020202893477;3;25;5
26/07/2023 07:00;-56.7335343556261;39;405;107
26/07/2023 08:00;-48.6279492505934;69;642;282
26/07/2023 09:00;-41.0091381957542;89;749;467
26/07/2023 10:00;-33.132153396195;102;815;638
26/07/2023 11:00;-24.3929318569174;107;860;779
26/07/2023 12:00;-14.1851500932657;105;895;882
26/07/2023 13:00;-1.9038945841308;106;906;932
26/07/2023 14:00;12.8228712852442;104;907;927
26/07/2023 15:00;29.6123815325297;104;891;868
26/07/2023 16:00;46.9830719140407;101;862;761
26/07/2023 17:00;63.0651607645582;97;806;611
26/07/2023 18:00;76.8047213338797;82;744;439
26/07/2023 19:00;85;60;639;256
26/07/2023 20:00;10;30;378;85
26/07/2023 21:00;10;1;7;1
26/07/2023 22:00;10;0;0;0
26/07/2023 23:00;10;0;0;0
27/07/2023 00:00;10;0;0;0
27/07/2023 01:00;10;0;0;0
27/07/2023 02:00;10;0;0;0
27/07/2023 03:00;10;0;0;0
27/07/2023 04:00;10;0;0;0
27/07/2023 05:00;-81.6593234467142;0;0;0
27/07/2023 06:00;-66.9086145833412;3;19;4
27/07/2023 07:00;-56.9851888279589;40;395;104
27/07/2023 08:00;-48.8456043943207;73;614;277
27/07/2023 09:00;-41.2055116119165;98;715;457
27/07/2023 10:00;-33.3144843937755;113;782;626
27/07/2023 11:00;-24.5640000208183;118;833;768
27/07/2023 12:00;-14.3424154220912;116;869;869
27/07/2023 13:00;-2.03707568104957;116;881;919
27/07/2023 14:00;12.7333061549537;115;882;915
27/07/2023 15:00;29.5885347197637;116;862;855
27/07/2023 16:00;47.032291476238;155;745;727
27/07/2023 17:00;63.1726053190141;162;646;568
27/07/2023 18:00;76.9478512058664;145;362;331
27/07/2023 19:00;85;73;28;80
27/07/2023 20:00;10;24;27;28
27/07/2023 21:00;10;1;1;1
27/07/2023 22:00;10;0;0;0
27/07/2023 23:00;10;0;0;0
28/07/2023 00:00;10;0;0;0
28/07/2023 01:00;10;0;0;0
28/07/2023 02:00;10;0;0;0
28/07/2023 03:00;10;0;0;0
28/07/2023 04:00;10;0;0;0
28/07/2023 05:00;-82.0501795083467;0;0;0
28/07/2023 06:00;-67.2196769505233;5;0;5
28/07/2023 07:00;-57.241124153923;45;315;96
28/07/2023 08:00;-49.0671699672934;88;537;265
28/07/2023 09:00;-41.4054630436475;118;654;445
28/07/2023 10:00;-33.5001000623556;135;731;614
28/07/2023 11:00;-24.7380318903298;137;797;757
28/07/2023 12:00;-14.5021625785511;138;833;859
28/07/2023 13:00;-2.17186200436847;140;845;909
28/07/2023 14:00;12.6436997906279;139;843;902
28/07/2023 15:00;29.5669018372927;144;814;841
28/07/2023 16:00;47.0859495823613;253;213;422
28/07/2023 17:00;63.2858286469749;201;457;482
28/07/2023 18:00;77.0971788141662;155;500;387
28/07/2023 19:00;85;82;498;233
28/07/2023 20:00;10;37;248;73
28/07/2023 21:00;10;2;0;2
28/07/2023 22:00;10;0;0;0
28/07/2023 23:00;10;0;0;0
29/07/2023 00:00;10;0;0;0
29/07/2023 01:00;10;0;0;0
29/07/2023 02:00;10;0;0;0
29/07/2023 03:00;10;0;0;0
29/07/2023 04:00;10;0;0;0
29/07/2023 05:00;-82.4437042591204;0;0;0
29/07/2023 06:00;-67.5349441736385;4;0;4
29/07/2023 07:00;-57.5011689314869;53;211;88
29/07/2023 08:00;-49.2925220664215;112;409;246
29/07/2023 09:00;-41.6088966967251;188;404;388
29/07/2023 10:00;-33.6889238855272;182;624;590
29/07/2023 11:00;-24.9149662748209;188;705;735
29/07/2023 12:00;-14.6643434213825;224;691;820
29/07/2023 13:00;-2.3082137060973;226;712;871
29/07/2023 14:00;12.5540962964774;198;755;880
29/07/2023 15:00;29.5475463091983;177;765;830
29/07/2023 16:00;47.1441218444156;174;718;720
29/07/2023 17:00;63.4048901441112;189;579;557
29/07/2023 18:00;77.2527312616502;146;524;394
29/07/2023 19:00;85;99;404;221
29/07/2023 20:00;10;39;203;69
29/07/2023 21:00;10;2;0;2
29/07/2023 22:00;10;0;0;0
29/07/2023 23:00;10;0;0;0
30/07/2023 00:00;10;0;0;0
30/07/2023 01:00;10;0;0;0
30/07/2023 02:00;10;0;0;0
30/07/2023 03:00;10;0;0;0
30/07/2023 04:00;10;0;0;0
30/07/2023 05:00;-82.839457416675;0;0;0
30/07/2023 06:00;-67.8541524205009;2;0;2
30/07/2023 07:00;-57.7651508068422;53;120;74
30/07/2023 08:00;-49.5215362517525;116;237;189
30/07/2023 09:00;-41.8157167022582;200;66;230
30/07/2023 10:00;-33.88087973308;233;21;246
30/07/2023 11:00;-25.0947428647372;273;12;283
30/07/2023 12:00;-14.8289112293901;319;74;384
30/07/2023 13:00;-2.44609280904206;418;209;607
30/07/2023 14:00;12.4645379551615;398;253;627
30/07/2023 15:00;29.5305304903392;382;116;481
30/07/2023 16:00;47.2068831813446;286;30;310
30/07/2023 17:00;63.5298477750472;219;17;229
30/07/2023 18:00;77.4145333292845;195;41;215
30/07/2023 19:00;85;115;40;128
30/07/2023 20:00;10;38;44;45
30/07/2023 21:00;10;1;0;1
30/07/2023 22:00;10;0;0;0
30/07/2023 23:00;10;0;0;0
31/07/2023 00:00;10;0;0;0
31/07/2023 01:00;10;0;0;0
31/07/2023 02:00;10;0;0;0
31/07/2023 03:00;10;0;0;0
31/07/2023 04:00;10;0;0;0
31/07/2023 05:00;-83.2370061607253;0;0;0
31/07/2023 06:00;-68.1770378254149;3;0;3
31/07/2023 07:00;-58.0328967712166;39;357;94
31/07/2023 08:00;-49.754087726621;76;591;266
31/07/2023 09:00;-42.0258272400859;103;699;448
31/07/2023 10:00;-34.0758919532956;118;772;619
31/07/2023 11:00;-25.2773023074368;123;827;762
31/07/2023 12:00;-14.9958207732204;120;866;865
31/07/2023 13:00;-2.58546328508861;120;880;916
31/07/2023 14:00;12.3750651476152;120;879;911
31/07/2023 15:00;29.5159156046657;118;864;852
31/07/2023 16:00;47.2743077546075;118;825;742
31/07/2023 17:00;63.6607579777299;113;763;592
31/07/2023 18:00;77.582607378199;98;678;416
31/07/2023 19:00;85;69;555;234
31/07/2023 20:00;10;31;244;66
31/07/2023 21:00;10;1;0;1
31/07/2023 22:00;10;0;0;0
31/07/2023 23:00;10;0;0;0
01/08/2023 00:00;10;0;0;0
01/08/2023 01:00;10;0;0;0
01/08/2023 02:00;10;0;0;0
01/08/2023 03:00;10;0;0;0
01/08/2023 04:00;10;0;0;0
01/08/2023 05:00;-83.635926353463;0;0;0
01/08/2023 06:00;-68.503337072251;1;0;1
01/08/2023 07:00;-58.3042334612884;44;15;46
01/08/2023 08:00;-49.9900515196569;106;15;110
01/08/2023 09:00;-42.2391326626889;179;54;207
01/08/2023 10:00;-34.2738854649227;237;33;259
01/08/2023 11:00;-25.4625862823388;309;321;563
01/08/2023 12:00;-15.1650283866827;244;628;781
01/08/2023 13:00;-2.72629113404817;376;140;502
01/08/2023 14:00;12.2857162711818;277;591;808
01/08/2023 15:00;29.5037616819017;299;487;710
01/08/2023 16:00;47.3464689015598;250;504;628
01/08/2023 17:00;63.7976755649773;140;675;560
01/08/2023 18:00;77.7569732504518;105;640;404
01/08/2023 19:00;85;64;571;231
01/08/2023 20:00;10;28;290;67
01/08/2023 21:00;10;1;0;1
01/08/2023 22:00;10;0;0;0
01/08/2023 23:00;10;0;0;0
02/08/2023 00:00;10;0;0;0
02/08/2023 01:00;10;0;0;0
02/08/2023 02:00;10;0;0;0
02/08/2023 03:00;10;0;0;0
02/08/2023 04:00;10;0;0;0
02/08/2023 05:00;-84.0358036992778;0;0;0
02/08/2023 06:00;-68.8327879760824;2;0;2
02/08/2023 07:00;-58.5789874619623;41;283;84
02/08/2023 08:00;-50.2293026680144;85;524;251
02/08/2023 09:00;-42.4555376192053;114;653;434
02/08/2023 10:00;-34.474785848534;134;729;603
02/08/2023 11:00;-25.6505375751377;140;788;746
02/08/2023 12:00;-15.3364920373955;149;809;842
02/08/2023 13:00;-2.86854446289507;158;814;891
02/08/2023 14:00;12.1965276561395;144;834;892
02/08/2023 15:00;29.4941274926573;142;816;832
02/08/2023 16:00;47.4234390666681;212;627;684
02/08/2023 17:00;63.9406536232868;208;477;507
02/08/2023 18:00;77.9376481686959;162;446;365
02/08/2023 19:00;85;111;181;164
02/08/2023 20:00;10;33;68;44
02/08/2023 21:00;10;0;0;0
02/08/2023 22:00;10;0;0;0
02/08/2023 23:00;10;0;0;0
03/08/2023 00:00;10;0;0;0
03/08/2023 01:00;10;0;0;0
03/08/2023 02:00;10;0;0;0
03/08/2023 03:00;10;0;0;0
03/08/2023 04:00;10;0;0;0
03/08/2023 05:00;-84.4362348365539;0;0;0
03/08/2023 06:00;-69.1651300602813;1;0;1
03/08/2023 07:00;-58.8569856102385;39;54;47
03/08/2023 08:00;-50.4717164011603;68;21;76
03/08/2023 09:00;-42.6749471791409;155;22;165
03/08/2023 10:00;-34.6785194369599;241;40;267
03/08/2023 11:00;-25.8411001508282;281;76;339
03/08/2023 12:00;-15.5101713965327;276;24;297
03/08/2023 13:00;-3.0121935652223;290;23;311
03/08/2023 14:00;12.1075334807103;319;31;347
03/08/2023 15:00;29.4870704820379;238;11;248
03/08/2023 16:00;47.5052897305952;267;64;314
03/08/2023 17:00;64.0897434089975;230;343;439
03/08/2023 18:00;78.1246466349712;121;586;387
03/08/2023 19:00;85;70;528;222
03/08/2023 20:00;10;30;188;56
03/08/2023 21:00;10;0;0;0
03/08/2023 22:00;10;0;0;0
03/08/2023 23:00;10;0;0;0
04/08/2023 00:00;10;0;0;0
04/08/2023 01:00;10;0;0;0
04/08/2023 02:00;10;0;0;0
04/08/2023 03:00;10;0;0;0
04/08/2023 04:00;10;0;0;0
04/08/2023 05:00;-84.8368283551348;0;0;0
04/08/2023 06:00;-69.5001051259943;1;0;1
04/08/2023 07:00;-59.1380552988798;29;3;30
04/08/2023 08:00;-50.7171683245548;104;309;206
04/08/2023 09:00;-42.8972669553474;133;585;417
04/08/2023 10:00;-34.8850134044875;232;457;520
04/08/2023 11:00;-26.0342192252749;311;371;595
04/08/2023 12:00;-15.686027907432;309;497;733
04/08/2023 13:00;-3.15721100073444;293;433;681
04/08/2023 14:00;12.0187656846492;311;569;819
04/08/2023 15:00;29.4826467018156;197;746;824
04/08/2023 16:00;47.5920913371948;177;721;715
04/08/2023 17:00;64.2449942419083;105;792;594
04/08/2023 18:00;78.3179803288607;121;580;391
04/08/2023 19:00;85;79;472;215
04/08/2023 20:00;10;35;168;54
04/08/2023 21:00;10;0;0;0
04/08/2023 22:00;10;0;0;0
04/08/2023 23:00;10;0;0;0
05/08/2023 00:00;10;0;0;0
05/08/2023 01:00;10;0;0;0
05/08/2023 02:00;10;0;0;0
05/08/2023 03:00;10;0;0;0
05/08/2023 04:00;10;0;0;0
05/08/2023 05:00;-85;0;0;0
05/08/2023 06:00;-69.8374578109725;1;0;1
05/08/2023 07:00;-59.4220247785678;33;369;85
05/08/2023 08:00;-50.9655346025313;66;619;257
05/08/2023 09:00;-43.1224032258405;92;719;438
05/08/2023 10:00;-35.0941958545076;107;790;611
05/08/2023 11:00;-26.2298413350611;108;853;759
05/08/2023 12:00;-15.864024852827;122;865;857
05/08/2023 13:00;-3.30357167458883;226;700;851
05/08/2023 14:00;11.9302538815072;207;733;859
05/08/2023 15:00;29.4809107412329;106;883;847
05/08/2023 16:00;47.6839132184587;104;849;737
05/08/2023 17:00;64.4064533964671;101;793;587
05/08/2023 18:00;78.5176580052613;85;708;407
05/08/2023 19:00;10;58;596;225
05/08/2023 20:00;10;25;260;58
05/08/2023 21:00;10;0;0;0
05/08/2023 22:00;10;0;0;0
05/08/2023 23:00;10;0;0;0
06/08/2023 00:00;10;0;0;0
06/08/2023 01:00;10;0;0;0
06/08/2023 02:00;10;0;0;0
06/08/2023 03:00;10;0;0;0
06/08/2023 04:00;10;0;0;0
06/08/2023 05:00;-85;0;0;0
06/08/2023 06:00;-70.1769361348072;1;0;1
06/08/2023 07:00;-59.7087234572397;36;269;75
06/08/2023 08:00;-51.2166921396914;78;519;237
06/08/2023 09:00;-43.3502630540215;105;663;424
06/08/2023 10:00;-35.3059959052912;120;760;603
06/08/2023 11:00;-26.4279144053461;103;880;773
06/08/2023 12:00;-16.0441274204511;102;917;880
06/08/2023 13:00;-3.45125291638855;104;926;930
06/08/2023 14:00;11.842025269668;103;926;925
06/08/2023 15:00;29.4819156565067;100;914;865
06/08/2023 16:00;47.7808235174608;97;883;752
06/08/2023 17:00;64.5741659906641;89;833;598
06/08/2023 18:00;78.7236853920369;75;757;417
06/08/2023 19:00;10;56;606;225
06/08/2023 20:00;10;24;245;55
06/08/2023 21:00;10;0;0;0
06/08/2023 22:00;10;0;0;0
06/08/2023 23:00;10;0;0;0
07/08/2023 00:00;10;0;0;0
07/08/2023 01:00;10;0;0;0
07/08/2023 02:00;10;0;0;0
07/08/2023 03:00;10;0;0;0
07/08/2023 04:00;10;0;0;0
07/08/2023 05:00;-85;0;0;0
07/08/2023 06:00;-70.5182920277422;1;0;1
07/08/2023 07:00;-59.997982195299;32;372;83
07/08/2023 08:00;-51.4705187601186;64;645;260
07/08/2023 09:00;-43.5807544068678;86;761;449
07/08/2023 10:00;-35.5203437735713;99;833;626
07/08/2023 11:00;-26.6283878154539;105;884;776
07/08/2023 12:00;-16.226302766764;107;914;881
07/08/2023 13:00;-3.60023455862695;109;924;931
07/08/2023 14:00;11.7541045422582;109;922;925
07/08/2023 15:00;29.4857128991043;106;909;864
07/08/2023 16:00;47.8828891093475;102;877;751
07/08/2023 17:00;64.7481748727637;94;825;596
07/08/2023 18:00;78.9360650878352;79;748;414
07/08/2023 19:00;10;57;614;225
07/08/2023 20:00;10;23;266;56
07/08/2023 21:00;10;0;0;0
07/08/2023 22:00;10;0;0;0
07/08/2023 23:00;10;0;0;0
08/08/2023 00:00;10;0;0;0
08/08/2023 01:00;10;0;0;0
08/08/2023 02:00;10;0;0;0
08/08/2023 03:00;10;0;0;0
08/08/2023 04:00;10;0;0;0
08/08/2023 05:00;-85;0;0;0
08/08/2023 06:00;-70.8612818403646;1;0;1
08/08/2023 07:00;-60.2896335954132;32;352;80
08/08/2023 08:00;-51.7268933837176;66;627;254
08/08/2023 09:00;-43.8137862706534;87;754;445
08/08/2023 10:00;-35.7371708556106;101;827;622
08/08/2023 11:00;-26.8312124619195;107;877;770
08/08/2023 12:00;-16.4105200785406;109;907;875
08/08/2023 13:00;-3.75049901437658;111;918;926
08/08/2023 14:00;11.6665137960364;111;915;919
08/08/2023 15:00;29.4923522428617;108;900;858
08/08/2023 16:00;47.9901755204251;105;867;744
08/08/2023 17:00;64.9285205060327;97;812;588
08/08/2023 18:00;79.154796460358;82;726;406
08/08/2023 19:00;10;59;590;219
08/08/2023 20:00;10;22;248;52
08/08/2023 21:00;10;0;0;0
08/08/2023 22:00;10;0;0;0
08/08/2023 23:00;10;0;0;0
09/08/2023 00:00;10;0;0;0
09/08/2023 01:00;10;0;0;0
09/08/2023 02:00;10;0;0;0
09/08/2023 03:00;10;0;0;0
09/08/2023 04:00;10;0;0;0
09/08/2023 05:00;-85;0;0;0
09/08/2023 06:00;-71.2056668316421;0;0;0
09/08/2023 07:00;-60.5835122856429;35;294;75
09/08/2023 08:00;-51.9856961989969;76;576;248
09/08/2023 09:00;-44.0492687637708;104;701;435
09/08/2023 10:00;-35.9564098054344;121;783;612
09/08/2023 11:00;-27.0363408187123;129;837;760
09/08/2023 12:00;-16.5967506320589;131;873;866
09/08/2023 13:00;-3.90203135400672;132;888;918
09/08/2023 14:00;11.5792724393618;131;887;912
09/08/2023 15:00;29.5018817100123;129;869;850
09/08/2023 16:00;48.1027468453971;125;831;736
09/08/2023 17:00;65.115240851628;115;772;580
09/08/2023 18:00;79.3798755453959;97;680;398
09/08/2023 19:00;10;68;526;209
09/08/2023 20:00;10;26;177;48
09/08/2023 21:00;10;0;0;0
09/08/2023 22:00;10;0;0;0
09/08/2023 23:00;10;0;0;0
10/08/2023 00:00;10;0;0;0
10/08/2023 01:00;10;0;0;0
10/08/2023 02:00;10;0;0;0
10/08/2023 03:00;10;0;0;0
10/08/2023 04:00;10;0;0;0
10/08/2023 05:00;-85;0;0;0
10/08/2023 06:00;-71.5512136329591;0;0;0
10/08/2023 07:00;-60.8794551946706;43;34;48
10/08/2023 08:00;-52.2468088316189;122;228;191
10/08/2023 09:00;-44.2871132462193;198;354;365
10/08/2023 10:00;-36.1779946099074;231;496;542
10/08/2023 11:00;-27.2437269943599;253;584;692
10/08/2023 12:00;-16.7849678496209;259;644;801
10/08/2023 13:00;-4.0548193807127;255;682;857
10/08/2023 14:00;11.4923970993476;248;691;855
10/08/2023 15:00;29.5143474961986;245;660;791
10/08/2023 16:00;48.2206656628081;233;607;677
10/08/2023 17:00;65.3083712498242;208;525;524
10/08/2023 18:00;79.6112949469393;173;403;351
10/08/2023 19:00;10;107;252;175
10/08/2023 20:00;10;29;58;36
10/08/2023 21:00;10;0;0;0
10/08/2023 22:00;10;0;0;0
10/08/2023 23:00;10;0;0;0
11/08/2023 00:00;10;0;0;0
11/08/2023 01:00;10;0;0;0
11/08/2023 02:00;10;0;0;0
11/08/2023 03:00;10;0;0;0
11/08/2023 04:00;10;0;0;0
11/08/2023 05:00;-85;0;0;0
11/08/2023 06:00;-71.8976946860097;0;0;0
11/08/2023 07:00;-61.1773018179607;38;165;62
11/08/2023 08:00;-52.5101145080593;93;436;222
11/08/2023 09:00;-44.5272324253452;133;580;404
11/08/2023 10:00;-36.401860660344;156;674;576
11/08/2023 11:00;-27.4533267856975;166;741;722
11/08/2023 12:00;-16.9751473531371;167;785;825
11/08/2023 13:00;-4.20885370462964;171;797;873
11/08/2023 14:00;11.4059015283072;171;794;867
11/08/2023 15:00;29.5297938945321;166;777;807
11/08/2023 16:00;48.3439929487494;162;730;695
11/08/2023 17:00;65.5079442997703;149;660;543
11/08/2023 18:00;79.8490437386965;123;562;368
11/08/2023 19:00;10;79;419;189
11/08/2023 20:00;10;25;122;40
11/08/2023 21:00;10;0;0;0
11/08/2023 22:00;10;0;0;0
11/08/2023 23:00;10;0;0;0
12/08/2023 00:00;10;0;0;0
12/08/2023 01:00;10;0;0;0
12/08/2023 02:00;10;0;0;0
12/08/2023 03:00;10;0;0;0
12/08/2023 04:00;10;0;0;0
12/08/2023 05:00;-85;0;0;0
12/08/2023 06:00;-72.2448886526232;1;0;1
12/08/2023 07:00;-61.476894473722;37;166;60
12/08/2023 08:00;-52.7754982137378;104;314;192
12/08/2023 09:00;-44.7695404574209;146;484;377
12/08/2023 10:00;-36.6279448203421;156;658;564
12/08/2023 11:00;-27.6650977279625;156;748;715
12/08/2023 12:00;-17.1672670145001;247;624;768
12/08/2023 13:00;-4.36412781529949;166;794;864
12/08/2023 14:00;11.3197965095969;153;812;863
12/08/2023 15:00;29.5482632187684;152;789;801
12/08/2023 16:00;48.4727879888899;152;736;687
12/08/2023 17:00;65.7139897379822;145;651;531
12/08/2023 18:00;80.0931073673576;113;575;362
12/08/2023 19:00;10;73;434;184
12/08/2023 20:00;10;23;90;34
12/08/2023 21:00;10;0;0;0
12/08/2023 22:00;10;0;0;0
12/08/2023 23:00;10;0;0;0
13/08/2023 00:00;10;0;0;0
13/08/2023 01:00;10;0;0;0
13/08/2023 02:00;10;0;0;0
13/08/2023 03:00;10;0;0;0
13/08/2023 04:00;10;0;0;0
13/08/2023 05:00;-85;0;0;0
13/08/2023 06:00;-72.5925807948426;0;0;0
13/08/2023 07:00;-61.7780785476188;38;102;52
13/08/2023 08:00;-53.042846845004;114;308;203
13/08/2023 09:00;-45.0139530446634;170;450;379
13/08/2023 10:00;-36.8561854895397;195;572;549
13/08/2023 11:00;-27.8789991409668;213;645;694
13/08/2023 12:00;-17.3613070024737;219;694;797
13/08/2023 13:00;-4.5206381522584;225;708;846
13/08/2023 14:00;11.2340897629633;230;696;836
13/08/2023 15:00;29.5697957256638;240;640;765
13/08/2023 16:00;48.6071082888881;296;399;584
13/08/2023 17:00;65.9265343157863;219;453;487
13/08/2023 18:00;80.3434675579465;173;304;306
13/08/2023 19:00;10;99;182;146
13/08/2023 20:00;10;23;63;30
13/08/2023 21:00;10;0;0;0
13/08/2023 22:00;10;0;0;0
13/08/2023 23:00;10;0;0;0
14/08/2023 00:00;10;0;0;0
14/08/2023 01:00;10;0;0;0
14/08/2023 02:00;10;0;0;0
14/08/2023 03:00;10;0;0;0
14/08/2023 04:00;10;0;0;0
14/08/2023 05:00;-85;0;0;0
14/08/2023 06:00;-72.9405633238059;0;0;0
14/08/2023 07:00;-62.0807027252365;28;6;29
14/08/2023 08:00;-53.3120493543896;102;292;192
14/08/2023 09:00;-45.2603875273118;154;491;378
14/08/2023 10:00;-37.0865226630024;208;514;527
14/08/2023 11:00;-28.0949921710792;202;664;695
14/08/2023 12:00;-17.557249825819;245;636;773
14/08/2023 13:00;-4.67838417349447;229;692;833
14/08/2023 14:00;11.1487858495032;278;604;802
14/08/2023 15:00;29.5944295365733;310;452;680
14/08/2023 16:00;48.7470094832535;224;591;648
14/08/2023 17:00;66.1456016759452;195;504;493
14/08/2023 18:00;80.6001022216182;174;284;294
14/08/2023 19:00;10;91;251;152
14/08/2023 20:00;10;21;76;29
14/08/2023 21:00;10;0;0;0
14/08/2023 22:00;10;0;0;0
14/08/2023 23:00;10;0;0;0
15/08/2023 00:00;10;0;0;0
15/08/2023 01:00;10;0;0;0
15/08/2023 02:00;10;0;0;0
15/08/2023 03:00;10;0;0;0
15/08/2023 04:00;10;0;0;0
15/08/2023 05:00;-85;0;0;0
15/08/2023 06:00;-73.2886357162476;0;0;0
15/08/2023 07:00;-62.384619211394;24;17;26
15/08/2023 08:00;-53.5829968885769;104;159;153
15/08/2023 09:00;-45.5087629703905;193;51;217
15/08/2023 10:00;-37.3188979859573;261;248;420
15/08/2023 11:00;-28.3130398287488;219;615;676
15/08/2023 12:00;-17.7550803723792;190;740;803
15/08/2023 13:00;-4.83736842153486;183;774;857
15/08/2023 14:00;11.0638860763408;186;766;849
15/08/2023 15:00;29.6222005583494;230;653;761
15/08/2023 16:00;48.892545242717;210;610;649
15/08/2023 17:00;66.37121222871;182;545;498
15/08/2023 18:00;80.8629853662594;123;536;349
15/08/2023 19:00;10;77;382;172
15/08/2023 20:00;10;19;92;29
15/08/2023 21:00;10;0;0;0
15/08/2023 22:00;10;0;0;0
15/08/2023 23:00;10;0;0;0
16/08/2023 00:00;10;0;0;0
16/08/2023 01:00;10;0;0;0
16/08/2023 02:00;10;0;0;0
16/08/2023 03:00;10;0;0;0
16/08/2023 04:00;10;0;0;0
16/08/2023 05:00;-85;0;0;0
16/08/2023 06:00;-73.6366049976902;0;0;0
16/08/2023 07:00;-62.6896839354727;34;55;41
16/08/2023 08:00;-53.8555829185512;101;38;110
16/08/2023 09:00;-45.7590002448179;196;56;222
16/08/2023 10:00;-37.5532548036069;284;96;344
16/08/2023 11:00;-28.5331070213192;333;170;455
16/08/2023 12:00;-17.9547859438467;344;331;618
16/08/2023 13:00;-4.99759658690461;373;253;594
16/08/2023 14:00;10.9793884011344;324;209;505
16/08/2023 15:00;29.6531424035993;242;43;277
16/08/2023 16:00;49.0437671801801;271;56;312
16/08/2023 17:00;66.6033830275516;135;27;150
16/08/2023 18:00;81.1320870102567;69;25;80
16/08/2023 19:00;10;75;21;79
16/08/2023 20:00;10;17;9;18
16/08/2023 21:00;10;0;0;0
16/08/2023 22:00;10;0;0;0
16/08/2023 23:00;10;0;0;0
17/08/2023 00:00;10;0;0;0
17/08/2023 01:00;10;0;0;0
17/08/2023 02:00;10;0;0;0
17/08/2023 03:00;10;0;0;0
17/08/2023 04:00;10;0;0;0
17/08/2023 05:00;-24.8676633639829;0;0;0
17/08/2023 06:00;-73.9842859916393;0;0;0
17/08/2023 07:00;-62.9957567420216;19;0;19
17/08/2023 08:00;-54.1297033614629;78;15;82
17/08/2023 09:00;-46.0110221025241;176;41;195
17/08/2023 10:00;-37.7895382057597;281;87;335
17/08/2023 11:00;-28.7551605808772;353;185;491
17/08/2023 12:00;-18.1563562859269;377;275;603
